url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb14005457/_2.jpg,Carlos Flores el hombre que necesita Honduras,"Flores Facussé, Carlos; Partido Liberal de Honduras",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb27316112/_2.jpg,"el 4 de Noviembre, Vota",Frente Sandinista de Liberación Nacional.,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1332281c/_2.jpg,"Con México, a la victoria","Cárdenas Solórzano, Cuauhtémoc; Partido Demócrata Cristiano (El Salvador)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1639453s/_2.jpg,Vamos por más!,"Frente Farabundo Martí para la Liberación Nacional; Fuerzas Populares de Liberación Farabundo Martí; Menjívar, Violeta",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7851111g/_2.jpg,"Diputada Ileana Rogel, El Salvador","Frente Farabundo Martí para la Liberación Nacional; Rogel, Ileana",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb2390312q/_2.jpg,"Mujer Guatemalteca participar es derecho de todas, hombres y mujers construimos la democracia",Guatemala. Tribunal Supremo Electoral,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1195765j/_2.jpg,"Suger Presidente, Vota así; CASA Centro de Acción Social","Centro de Acción Social (Guatemala); Centro de Acción Social (Guatemala); Suger Cofiño, Eduardo",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb05472968/_2.jpg,La Solución Somos Todos!,Partido Socialcristiano Nicaragüense,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb01036044/_2.jpg,Matías Presidente,"Funes, Matías; Partido Unificación Democrática (Honduras)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb43698544/_2.jpg,Este es parte del equipo que hará realidad,Partido Innovación y Unidad (Honduras),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb4403982k/_2.jpg,Elecciones Poder Popular y revolucion,Frente Sandinista de Liberación Nacional,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb0376642m/_2.jpg,Por la construccion del poder obrero campensino,Partido Marxista Leninista de Nicaragua,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb84313253/_2.jpg,Doris Diputada,"Gutiérrez, Doris; Partido Unificación Democrática (Honduras)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb6520043m/_2.jpg,Ayer guiando a su pueblo,"Consejo Supremo Electoral (Nicaragua); Hassan M., Moisés",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7748723v/_2.jpg,Las riquezas las producimos los trabajadores,Partido Marxista Leninista de Nicaragua,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb8909142h/_2.jpg,MUR,Movimiento de Unidad Revolucionaria (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb98306513/_2.jpg,50 Aniversario,Costa Rica. Tribunal Supremo de Elecciones,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb8192415q/_2.jpg,Al congreso por la capital,"Barrera, Mireya; Partido de Avanzada Nacional (Guatemala)",between 1984 and 2009
